id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2134,Female,23,1,28,1,< 1 Year,Yes,36380,152,165,0
2135,Female,29,1,10,1,< 1 Year,No,29348,152,162,0
2136,Male,26,1,46,0,< 1 Year,Yes,40451,152,17,0
2137,Male,25,1,49,0,< 1 Year,No,16438,152,173,0
2138,Female,38,1,8,0,1-2 Year,Yes,41998,124,10,0
2139,Male,31,1,48,0,1-2 Year,Yes,33120,163,244,1
2140,Female,26,1,41,1,< 1 Year,No,30668,152,252,0
2141,Female,62,1,46,0,1-2 Year,Yes,2630,157,230,0
2142,Male,59,1,28,0,1-2 Year,Yes,42764,122,238,0
2143,Female,24,1,29,0,< 1 Year,Yes,2630,152,152,0
2144,Female,24,1,33,1,< 1 Year,No,26665,152,287,0
2145,Female,65,1,28,0,1-2 Year,Yes,24557,55,262,0
2146,Male,39,1,8,0,1-2 Year,Yes,45238,124,75,0
2147,Male,30,1,46,1,< 1 Year,No,30426,152,99,0
2148,Male,29,1,41,1,< 1 Year,No,32481,152,73,0
2149,Female,59,1,11,0,1-2 Year,Yes,2630,156,283,0
2150,Male,24,1,33,0,< 1 Year,Yes,34551,152,259,0
2151,Female,46,1,28,0,1-2 Year,Yes,50041,26,155,1
2152,Male,71,1,28,0,1-2 Year,No,40140,26,258,0
2153,Female,36,1,41,0,1-2 Year,Yes,30362,12,111,0
2154,Male,56,1,36,0,1-2 Year,Yes,35818,4,90,0
2155,Male,23,1,12,1,< 1 Year,No,2630,26,59,0
2156,Male,42,1,28,0,1-2 Year,Yes,32573,124,217,0
2157,Male,25,1,37,0,< 1 Year,No,31299,152,298,0
2158,Female,24,1,46,1,< 1 Year,No,28376,152,63,0
2159,Male,59,1,33,1,1-2 Year,No,35933,26,223,0
2160,Female,23,1,15,1,< 1 Year,No,20649,152,267,0
2161,Female,24,1,6,1,< 1 Year,No,22542,152,263,0
2162,Male,22,1,15,0,< 1 Year,Yes,29235,160,47,0
2163,Female,33,1,28,0,< 1 Year,Yes,34885,26,202,0
2164,Female,31,1,28,0,1-2 Year,Yes,53860,122,13,0
2165,Female,45,1,26,0,1-2 Year,Yes,30951,160,54,0
2166,Male,23,1,35,1,< 1 Year,No,36858,152,36,0
2167,Male,63,1,8,1,1-2 Year,No,33559,26,103,0
2168,Male,28,1,35,1,< 1 Year,No,30941,152,213,0
2169,Female,24,1,29,1,< 1 Year,No,35086,152,249,0
2170,Female,48,1,30,0,1-2 Year,Yes,2630,156,82,1
2171,Male,51,1,48,1,1-2 Year,No,2630,124,267,0
2172,Male,20,1,28,1,< 1 Year,No,30992,160,264,0
2173,Male,48,1,46,0,1-2 Year,Yes,42865,124,104,0
2174,Male,23,1,11,1,< 1 Year,No,29665,152,262,0
2175,Male,49,1,15,1,1-2 Year,No,27647,26,207,0
2176,Male,28,1,46,1,< 1 Year,No,25337,152,273,0
2177,Male,29,1,46,0,< 1 Year,No,26024,124,181,0
2178,Female,66,1,30,0,1-2 Year,Yes,25015,152,161,0
2179,Female,25,1,8,1,< 1 Year,No,28485,160,247,0
2180,Female,25,1,28,1,< 1 Year,No,38419,152,279,0
2181,Male,51,1,38,0,1-2 Year,Yes,24532,122,211,1
2182,Male,39,1,18,0,1-2 Year,Yes,54217,124,264,0
2183,Female,28,1,3,1,< 1 Year,No,21468,152,286,0
2184,Male,49,1,28,1,1-2 Year,No,31205,26,124,0
2185,Male,31,1,41,0,< 1 Year,Yes,2630,156,57,0
2186,Female,53,1,47,0,1-2 Year,Yes,40307,124,249,0
2187,Male,47,1,28,1,1-2 Year,No,44730,124,227,0
2188,Female,23,1,28,0,< 1 Year,Yes,48718,152,196,0
2189,Male,24,1,8,1,< 1 Year,No,59765,152,226,0
2190,Male,24,1,18,0,< 1 Year,Yes,26800,152,210,0
2191,Male,25,1,11,1,< 1 Year,No,40910,152,112,0
2192,Male,40,1,39,0,1-2 Year,Yes,29700,26,243,0
2193,Male,65,1,8,0,1-2 Year,Yes,36746,3,252,0
2194,Female,55,1,28,0,1-2 Year,Yes,57143,26,60,0
2195,Male,37,1,36,0,1-2 Year,Yes,35910,26,146,0
2196,Female,46,1,28,0,1-2 Year,Yes,44585,26,99,0
2197,Female,23,1,28,1,< 1 Year,No,59975,152,129,0
2198,Female,24,1,11,1,< 1 Year,No,27198,152,206,0
2199,Female,52,1,28,1,1-2 Year,No,25864,124,287,0
2200,Male,46,1,36,0,1-2 Year,Yes,28957,124,274,0
2201,Female,42,1,45,0,1-2 Year,Yes,2630,124,212,0
2202,Male,25,1,3,1,< 1 Year,No,25955,152,86,0
2203,Male,24,1,28,1,< 1 Year,No,53518,152,195,0
2204,Male,24,1,49,0,< 1 Year,Yes,2630,151,62,0
2205,Female,55,1,9,0,1-2 Year,Yes,27108,26,247,0
2206,Female,25,1,33,1,< 1 Year,Yes,2630,152,289,0
2207,Male,44,1,5,0,1-2 Year,Yes,2630,26,65,0
2208,Male,23,1,6,1,< 1 Year,No,30458,151,247,0
2209,Male,24,1,39,0,< 1 Year,Yes,2630,124,43,1
2210,Female,29,1,2,0,< 1 Year,Yes,25584,152,202,0
2211,Female,66,1,50,1,1-2 Year,No,38266,124,155,0
2212,Female,25,1,44,0,< 1 Year,No,50277,152,107,0
2213,Male,44,1,41,0,1-2 Year,Yes,26349,124,228,0
2214,Male,48,1,28,0,1-2 Year,Yes,30026,125,42,0
2215,Female,26,1,28,1,< 1 Year,No,30689,152,21,0
2216,Male,23,1,41,1,< 1 Year,No,40072,152,223,0
2217,Male,47,1,28,0,1-2 Year,Yes,43455,61,232,0
2218,Female,33,1,0,0,1-2 Year,No,2630,60,191,0
2219,Female,21,1,47,0,< 1 Year,Yes,24829,160,39,0
2220,Male,20,1,8,1,< 1 Year,No,35415,160,160,0
2221,Male,40,1,14,0,1-2 Year,Yes,30405,26,138,1
2222,Male,44,1,0,1,1-2 Year,No,2630,26,37,0
2223,Female,30,1,0,1,< 1 Year,No,2630,152,125,0
2224,Male,39,1,28,0,1-2 Year,Yes,37665,124,197,0
2225,Male,49,1,24,0,1-2 Year,Yes,2630,156,152,0
2226,Male,24,1,8,1,< 1 Year,No,36538,152,126,0
2227,Male,67,1,28,1,1-2 Year,No,2630,122,203,0
2228,Male,47,1,50,1,1-2 Year,No,2630,124,177,0
2229,Male,70,1,8,1,1-2 Year,No,125643,124,260,0
2230,Male,62,1,18,0,1-2 Year,No,28714,26,131,0
2231,Male,22,1,40,0,< 1 Year,Yes,2630,152,160,0
2232,Male,28,1,2,1,< 1 Year,Yes,30139,152,186,0
2233,Female,24,1,20,1,< 1 Year,No,2630,152,278,0
2234,Female,26,1,46,1,< 1 Year,No,2630,156,26,0
2235,Male,36,1,28,0,1-2 Year,Yes,38234,122,162,0
2236,Female,23,1,9,0,< 1 Year,Yes,2630,152,176,0
2237,Male,45,1,47,1,1-2 Year,No,35219,124,95,0
2238,Female,28,1,30,0,< 1 Year,Yes,23274,152,173,0
2239,Female,32,1,23,1,< 1 Year,No,41245,152,77,0
2240,Male,24,1,8,1,< 1 Year,No,41403,152,59,0
2241,Female,23,1,30,1,< 1 Year,No,27133,152,171,0
2242,Female,25,1,15,1,< 1 Year,No,33918,152,214,0
2243,Male,55,1,8,0,1-2 Year,Yes,53721,26,210,1
2244,Male,43,1,28,1,1-2 Year,No,34115,26,156,0
2245,Male,21,1,8,0,< 1 Year,Yes,26352,160,24,0
2246,Female,25,1,35,1,< 1 Year,No,30840,152,266,0
2247,Male,38,1,28,1,1-2 Year,No,27770,29,268,0
2248,Female,39,1,50,0,1-2 Year,Yes,35477,4,280,0
2249,Female,24,1,43,1,< 1 Year,No,25981,152,71,0
2250,Female,23,1,50,1,< 1 Year,No,27623,152,183,0
2251,Female,42,1,28,0,1-2 Year,Yes,47097,26,215,1
2252,Female,46,1,28,0,1-2 Year,Yes,2630,156,24,1
2253,Male,43,1,28,0,1-2 Year,Yes,44014,124,287,1
2254,Male,72,1,28,0,1-2 Year,Yes,40961,26,124,0
2255,Female,21,1,28,0,< 1 Year,Yes,39597,154,129,0
2256,Female,37,1,28,0,1-2 Year,Yes,40689,26,267,1
2257,Female,23,1,29,1,< 1 Year,No,39352,152,178,0
2258,Female,45,1,28,0,1-2 Year,Yes,2630,157,112,1
2259,Female,57,1,28,0,1-2 Year,Yes,48136,157,139,0
2260,Male,51,1,28,0,1-2 Year,Yes,2630,124,284,1
2261,Female,21,1,17,1,< 1 Year,No,28952,152,192,0
2262,Male,23,1,41,1,< 1 Year,No,36482,152,29,0
2263,Female,30,1,44,1,< 1 Year,No,23988,152,289,0
2264,Female,23,1,30,0,< 1 Year,Yes,32975,152,37,0
2265,Male,47,1,28,1,1-2 Year,No,41177,52,16,0
2266,Male,22,1,41,0,< 1 Year,Yes,55839,152,82,0
2267,Male,28,1,8,0,1-2 Year,Yes,41417,124,118,0
2268,Male,77,1,33,1,1-2 Year,No,36435,26,159,0
2269,Male,38,1,1,1,1-2 Year,No,2630,124,70,0
2270,Female,70,1,8,1,1-2 Year,No,34844,26,129,0
2271,Female,21,1,6,0,< 1 Year,Yes,22189,152,273,0
2272,Female,42,1,11,0,1-2 Year,Yes,2630,124,170,0
2273,Female,20,1,35,1,< 1 Year,No,21359,160,228,0
2274,Male,22,1,12,0,< 1 Year,Yes,31786,160,215,0
2275,Male,40,1,46,1,1-2 Year,No,56770,124,149,0
2276,Male,63,1,28,0,1-2 Year,Yes,70032,124,46,0
2277,Male,40,1,8,1,1-2 Year,Yes,2630,160,172,0
2278,Female,22,1,8,1,< 1 Year,No,40908,152,225,0
2279,Female,61,1,24,1,1-2 Year,No,2630,157,164,0
2280,Male,24,1,2,0,< 1 Year,Yes,37180,152,37,0
2281,Male,27,1,3,0,< 1 Year,Yes,36517,152,248,1
2282,Male,40,1,18,0,< 1 Year,No,2630,1,69,0
2283,Female,46,1,39,0,1-2 Year,Yes,52294,22,53,0
2284,Male,47,1,15,0,1-2 Year,Yes,35215,124,151,1
2285,Male,41,1,28,0,> 2 Years,Yes,2630,26,77,1
2286,Male,35,1,4,0,1-2 Year,Yes,2630,157,200,0
2287,Male,23,1,8,1,< 1 Year,No,32854,152,150,0
2288,Female,64,1,28,0,1-2 Year,Yes,39037,26,203,0
2289,Male,53,1,23,0,1-2 Year,Yes,38677,124,192,0
2290,Female,48,1,28,0,1-2 Year,No,36189,26,179,0
2291,Female,72,1,28,0,1-2 Year,Yes,34694,26,225,0
2292,Male,42,1,12,0,1-2 Year,Yes,25775,124,286,1
2293,Female,54,1,3,0,1-2 Year,Yes,2630,26,148,0
2294,Female,28,1,26,1,< 1 Year,No,26237,152,232,0
2295,Female,24,1,46,1,< 1 Year,No,24050,152,295,0
2296,Male,53,1,23,0,1-2 Year,Yes,23662,150,66,1
2297,Female,50,1,13,0,1-2 Year,Yes,27213,124,164,0
2298,Male,45,1,28,1,1-2 Year,No,35096,152,108,0
2299,Male,31,1,28,0,1-2 Year,No,64679,26,42,0
2300,Female,64,1,28,1,1-2 Year,No,34172,124,90,0
2301,Female,52,1,28,0,> 2 Years,Yes,40868,26,140,0
2302,Female,23,1,3,0,< 1 Year,Yes,38965,26,66,0
2303,Male,20,1,36,0,< 1 Year,Yes,35652,160,295,0
2304,Male,44,1,49,0,1-2 Year,Yes,2630,156,72,0
2305,Male,56,1,11,0,1-2 Year,Yes,43782,26,140,0
2306,Male,24,1,30,1,< 1 Year,No,27240,152,215,0
2307,Male,47,1,28,0,1-2 Year,Yes,34226,26,293,1
2308,Female,63,1,34,1,1-2 Year,No,32771,152,262,0
2309,Male,48,1,30,1,1-2 Year,No,2630,122,179,0
2310,Female,66,1,28,0,1-2 Year,No,2630,42,283,0
2311,Female,23,1,41,0,< 1 Year,Yes,38338,152,56,0
2312,Female,63,1,40,1,1-2 Year,Yes,2630,124,34,0
2313,Female,25,1,37,0,< 1 Year,Yes,30038,154,143,0
2314,Female,50,1,28,0,1-2 Year,Yes,42448,26,99,1
2315,Female,25,1,4,1,< 1 Year,No,38934,152,297,0
2316,Female,28,1,41,0,< 1 Year,Yes,2630,156,273,0
2317,Male,45,1,28,0,1-2 Year,Yes,22838,163,39,1
2318,Male,40,1,28,0,> 2 Years,Yes,35804,124,135,0
2319,Male,40,1,8,0,1-2 Year,Yes,44197,26,160,0
2320,Male,21,1,13,0,< 1 Year,No,34576,160,291,0
2321,Male,46,1,47,0,> 2 Years,Yes,27545,26,149,0
2322,Female,25,1,18,1,< 1 Year,No,27929,152,158,0
2323,Male,38,1,15,0,1-2 Year,Yes,35139,124,290,1
2324,Male,50,1,43,0,1-2 Year,Yes,49794,26,287,1
2325,Male,21,1,18,0,< 1 Year,Yes,36086,152,186,0
2326,Male,23,1,8,0,< 1 Year,No,44618,152,108,0
2327,Male,26,1,28,1,< 1 Year,No,62636,152,220,0
2328,Male,39,1,24,1,1-2 Year,No,31067,145,11,0
2329,Male,43,1,41,0,1-2 Year,No,39793,26,126,0
2330,Male,35,1,16,1,1-2 Year,No,25487,152,22,0
2331,Female,26,1,41,1,< 1 Year,No,36826,151,296,0
2332,Female,28,1,15,1,< 1 Year,No,26390,152,10,0
2333,Female,51,1,28,0,1-2 Year,Yes,2630,157,104,1
2334,Male,37,1,28,0,1-2 Year,Yes,41694,124,151,0
2335,Female,23,1,8,1,< 1 Year,No,26044,152,66,0
2336,Female,24,1,35,1,< 1 Year,No,43529,152,35,0
2337,Female,70,1,40,1,1-2 Year,No,39559,26,222,0
2338,Male,30,1,50,1,< 1 Year,No,43203,152,73,0
2339,Female,68,1,28,1,1-2 Year,No,38470,152,267,0
2340,Male,29,1,23,0,1-2 Year,Yes,30057,163,142,1
2341,Male,25,1,17,0,< 1 Year,Yes,2630,152,143,0
2342,Female,24,1,8,1,< 1 Year,No,48333,152,60,0
2343,Male,33,1,33,1,1-2 Year,No,2630,124,230,0
2344,Female,66,1,28,0,1-2 Year,Yes,33244,122,161,1
2345,Female,23,1,15,0,< 1 Year,No,27838,152,148,0
2346,Male,49,1,30,0,1-2 Year,Yes,40153,26,152,0
2347,Male,60,1,28,0,1-2 Year,Yes,42249,26,177,1
2348,Male,38,1,29,0,> 2 Years,Yes,34742,157,163,0
2349,Female,22,1,13,0,< 1 Year,Yes,27938,152,172,0
2350,Male,21,1,15,0,< 1 Year,No,45797,160,234,0
2351,Female,26,1,18,1,< 1 Year,No,28577,152,142,0
2352,Male,34,1,46,0,1-2 Year,Yes,29108,124,264,0
2353,Male,63,1,8,0,> 2 Years,Yes,43569,26,55,1
2354,Male,38,1,31,1,1-2 Year,No,2630,152,122,0
2355,Male,27,1,28,1,1-2 Year,No,23656,124,155,0
2356,Female,66,1,28,1,1-2 Year,Yes,40916,124,102,0
2357,Male,44,1,28,0,1-2 Year,Yes,35566,124,122,0
2358,Female,47,1,28,0,1-2 Year,Yes,66434,147,283,0
2359,Male,53,1,14,0,1-2 Year,Yes,2630,26,162,0
2360,Male,33,1,28,1,< 1 Year,No,50462,152,149,0
2361,Female,66,1,29,1,1-2 Year,No,45777,124,281,0
2362,Male,39,1,23,1,1-2 Year,No,24042,124,289,0
2363,Male,22,1,24,0,< 1 Year,Yes,27283,163,92,1
2364,Male,68,1,28,1,1-2 Year,No,43030,26,25,0
2365,Male,66,1,28,0,1-2 Year,Yes,28108,24,180,0
2366,Female,52,0,45,1,1-2 Year,No,33283,26,152,0
2367,Male,28,1,29,0,< 1 Year,Yes,30404,154,145,1
2368,Male,22,1,24,0,< 1 Year,Yes,39759,152,229,0
2369,Male,23,1,10,1,< 1 Year,No,38869,152,295,0
2370,Male,51,1,28,1,1-2 Year,No,38717,124,57,0
2371,Female,21,1,45,1,< 1 Year,No,31170,152,288,0
2372,Male,39,1,28,0,1-2 Year,Yes,77603,26,140,0
2373,Female,24,1,49,0,< 1 Year,Yes,27321,160,14,0
2374,Male,34,1,31,1,< 1 Year,No,2630,152,45,0
2375,Male,50,1,8,0,1-2 Year,No,29743,124,57,0
2376,Male,22,1,46,1,< 1 Year,No,36223,152,294,0
2377,Female,29,1,28,1,< 1 Year,No,46401,152,110,0
2378,Male,74,1,8,0,1-2 Year,Yes,41438,26,50,1
2379,Female,64,1,50,1,1-2 Year,No,43414,124,274,0
2380,Female,72,1,28,1,1-2 Year,No,37255,125,61,0
2381,Female,22,1,30,1,< 1 Year,No,30996,152,268,0
2382,Female,72,1,28,0,1-2 Year,Yes,30207,26,297,0
2383,Male,23,1,8,1,< 1 Year,No,62734,152,100,0
2384,Female,38,1,28,0,> 2 Years,Yes,44513,55,19,1
2385,Male,42,1,8,0,1-2 Year,Yes,43132,26,17,0
2386,Male,25,1,11,1,< 1 Year,No,2630,152,166,0
2387,Female,28,1,50,1,< 1 Year,No,47013,152,160,0
2388,Male,21,1,35,0,< 1 Year,Yes,22527,160,165,0
2389,Male,46,1,35,0,1-2 Year,Yes,37107,26,116,0
2390,Male,48,1,8,1,1-2 Year,No,57433,124,117,0
2391,Male,26,1,16,1,< 1 Year,No,25063,152,80,0
2392,Male,42,1,28,0,1-2 Year,Yes,42506,124,145,1
2393,Male,21,1,46,1,< 1 Year,No,34395,160,48,0
2394,Female,27,1,26,0,< 1 Year,No,21945,151,26,0
2395,Female,25,1,16,0,< 1 Year,Yes,29522,152,282,0
2396,Male,63,1,28,0,1-2 Year,Yes,51537,26,190,1
2397,Female,37,1,12,1,1-2 Year,No,2630,26,287,0
2398,Female,70,1,28,0,> 2 Years,Yes,33143,26,117,0
2399,Female,44,1,41,0,1-2 Year,Yes,22449,12,235,1
2400,Female,40,1,48,0,1-2 Year,Yes,2630,156,122,0
2401,Male,66,1,50,1,1-2 Year,No,26890,124,102,0
2402,Female,25,1,41,0,< 1 Year,Yes,24514,124,162,0
2403,Female,28,1,5,0,< 1 Year,Yes,29286,152,89,0
2404,Female,23,1,30,1,< 1 Year,No,22351,152,61,0
2405,Male,67,1,46,1,1-2 Year,No,30070,26,61,0
2406,Male,70,1,28,0,> 2 Years,Yes,56926,26,235,1
2407,Female,34,1,37,0,1-2 Year,No,31623,152,92,0
2408,Male,60,1,8,0,> 2 Years,Yes,32042,124,75,0
2409,Female,58,1,28,0,> 2 Years,Yes,29127,26,146,0
2410,Male,24,1,2,0,< 1 Year,Yes,30531,152,20,0
2411,Male,41,1,9,1,1-2 Year,No,35283,26,175,0
2412,Male,58,1,28,0,1-2 Year,Yes,2630,156,120,0
2413,Female,44,1,28,0,1-2 Year,Yes,55384,147,85,0
2414,Female,40,1,16,0,1-2 Year,Yes,31705,152,168,0
2415,Female,45,1,28,0,1-2 Year,No,46161,124,245,0
2416,Male,44,1,28,0,> 2 Years,Yes,27935,26,262,0
2417,Male,26,1,41,1,< 1 Year,No,15117,152,293,0
2418,Female,25,1,3,1,< 1 Year,No,28432,152,10,0
2419,Male,29,1,4,0,1-2 Year,Yes,21296,124,211,0
2420,Female,38,1,21,1,1-2 Year,No,33542,152,17,0
2421,Male,23,1,8,1,< 1 Year,No,32668,152,206,0
2422,Male,45,1,28,0,1-2 Year,Yes,37289,124,17,1
2423,Female,28,1,3,1,1-2 Year,No,31604,156,237,0
2424,Male,58,1,28,0,1-2 Year,Yes,34934,29,147,0
2425,Female,77,1,8,1,1-2 Year,Yes,34544,26,52,0
2426,Female,33,1,28,1,1-2 Year,No,2630,18,94,0
2427,Female,42,1,8,0,1-2 Year,Yes,31325,124,32,0
2428,Female,21,1,15,0,< 1 Year,No,45285,152,86,0
2429,Female,37,1,28,0,1-2 Year,Yes,54880,139,72,0
2430,Male,45,1,8,1,1-2 Year,No,34915,26,48,0
2431,Male,76,1,33,1,1-2 Year,No,26669,26,98,0
2432,Female,20,1,35,1,< 1 Year,No,32673,160,112,0
2433,Male,41,1,33,0,1-2 Year,Yes,2630,157,258,1
2434,Female,23,1,28,0,< 1 Year,No,36494,152,49,0
2435,Female,24,1,21,1,< 1 Year,No,27104,152,271,0
2436,Female,22,1,30,1,< 1 Year,No,37111,152,70,0
2437,Female,23,1,3,1,< 1 Year,No,29338,152,40,0
2438,Female,22,1,6,1,< 1 Year,No,32264,152,204,0
2439,Male,29,1,31,1,1-2 Year,No,2630,124,183,0
2440,Female,51,1,26,1,1-2 Year,No,24659,26,259,0
2441,Male,67,1,33,0,1-2 Year,Yes,29344,26,246,0
2442,Female,24,1,27,0,< 1 Year,Yes,15627,152,41,0
2443,Male,30,1,47,0,< 1 Year,Yes,29193,152,266,1
2444,Male,24,1,14,1,< 1 Year,No,35658,152,105,0
2445,Female,24,1,12,1,< 1 Year,No,29183,152,44,0
2446,Female,53,1,8,1,1-2 Year,No,19461,19,225,0
2447,Male,45,1,3,0,1-2 Year,Yes,34218,124,247,0
2448,Female,45,1,28,1,1-2 Year,No,38403,26,187,0
2449,Female,75,1,28,0,1-2 Year,Yes,30444,124,183,1
2450,Female,26,1,47,0,< 1 Year,Yes,29431,152,202,0
2451,Male,25,1,33,1,< 1 Year,No,32589,152,130,0
2452,Male,24,1,34,1,< 1 Year,No,32949,152,219,0
2453,Male,69,1,14,0,1-2 Year,Yes,36235,26,51,0
2454,Female,23,1,33,1,< 1 Year,No,17297,152,267,0
2455,Female,31,1,21,0,1-2 Year,Yes,2630,156,110,0
2456,Female,38,1,28,0,1-2 Year,Yes,38672,122,280,1
2457,Male,41,1,27,0,1-2 Year,Yes,26355,124,48,0
2458,Male,62,1,36,1,1-2 Year,No,55103,55,155,0
2459,Male,26,1,39,0,1-2 Year,Yes,2630,124,119,0
2460,Male,45,1,28,0,1-2 Year,Yes,45337,26,50,0
2461,Female,62,1,11,0,1-2 Year,Yes,27141,124,61,0
2462,Female,44,1,41,0,1-2 Year,Yes,2630,26,275,0
2463,Female,21,1,45,0,< 1 Year,No,27640,160,31,0
2464,Male,42,1,50,0,1-2 Year,No,32427,156,263,0
2465,Female,24,1,9,0,< 1 Year,Yes,32037,151,100,0
2466,Male,55,1,15,0,1-2 Year,Yes,2630,156,70,0
2467,Male,36,1,28,1,1-2 Year,No,45381,124,279,0
2468,Male,61,1,46,0,1-2 Year,Yes,47378,124,280,0
2469,Female,43,1,28,0,> 2 Years,Yes,32131,26,284,0
2470,Female,60,1,28,1,1-2 Year,No,38466,25,68,0
2471,Female,35,1,28,0,1-2 Year,Yes,29775,124,75,0
2472,Male,42,1,28,0,< 1 Year,No,2630,1,107,0
2473,Female,44,1,28,0,1-2 Year,Yes,27589,124,153,0
2474,Female,59,1,43,1,1-2 Year,No,2630,23,119,0
2475,Male,25,1,28,0,< 1 Year,No,28234,152,220,1
2476,Male,51,1,28,0,> 2 Years,Yes,39497,26,225,0
2477,Male,69,1,41,1,1-2 Year,No,33766,26,126,0
2478,Male,53,1,8,1,1-2 Year,No,34860,124,184,0
2479,Male,48,1,8,0,1-2 Year,No,59019,26,286,0
2480,Female,36,1,3,1,1-2 Year,No,55767,26,42,0
2481,Male,77,1,48,1,1-2 Year,No,2630,124,115,0
2482,Female,26,1,8,1,< 1 Year,No,40093,152,270,0
2483,Female,53,1,6,1,1-2 Year,No,34794,122,196,0
2484,Male,29,1,50,0,1-2 Year,No,23901,124,242,0
2485,Male,40,1,50,0,1-2 Year,Yes,18559,124,124,0
2486,Male,21,1,28,0,< 1 Year,Yes,2630,160,248,0
2487,Male,40,1,28,0,1-2 Year,Yes,39487,26,191,0
2488,Male,24,1,15,1,< 1 Year,No,32042,152,136,0
2489,Female,52,1,3,0,1-2 Year,Yes,33553,30,125,0
2490,Female,59,1,36,0,< 1 Year,Yes,45216,152,100,0
2491,Female,23,1,15,1,< 1 Year,No,34092,152,242,0
2492,Male,72,1,28,1,1-2 Year,No,61280,26,63,0
2493,Female,33,1,0,0,1-2 Year,No,2630,52,211,0
2494,Female,23,1,46,1,< 1 Year,No,25984,152,26,0
2495,Male,44,1,36,0,1-2 Year,Yes,36240,124,260,0
2496,Male,25,1,27,1,< 1 Year,No,28618,152,28,0
2497,Male,24,1,28,1,< 1 Year,No,36463,152,149,0
2498,Female,25,1,27,0,< 1 Year,Yes,2630,152,256,0
2499,Male,23,1,46,1,< 1 Year,No,36121,152,274,0
2500,Male,46,1,8,1,1-2 Year,Yes,34061,153,151,0
2501,Female,21,1,30,0,< 1 Year,Yes,35972,160,240,0
2502,Female,45,1,47,1,1-2 Year,No,28958,152,152,0
2503,Male,23,1,11,0,< 1 Year,Yes,29344,152,147,0
2504,Female,24,1,6,1,< 1 Year,No,22816,152,280,0
2505,Female,23,1,29,1,< 1 Year,No,23586,152,151,0
2506,Male,24,1,8,1,< 1 Year,No,47393,152,256,0
2507,Male,44,1,28,0,1-2 Year,Yes,48288,124,280,1
2508,Male,43,1,46,1,1-2 Year,No,26920,124,116,0
2509,Female,26,1,8,1,< 1 Year,No,39658,152,235,0
2510,Female,22,1,30,0,< 1 Year,Yes,2630,152,64,0
2511,Male,24,1,35,1,< 1 Year,No,2630,152,138,0
2512,Female,37,1,37,0,1-2 Year,Yes,29194,124,271,0
2513,Female,22,1,21,1,< 1 Year,No,31866,152,83,0
2514,Male,23,1,9,0,< 1 Year,No,40578,151,58,0
2515,Male,70,1,8,0,1-2 Year,Yes,56061,19,187,0
2516,Male,52,1,46,0,1-2 Year,Yes,27046,26,89,0
2517,Male,34,1,28,0,1-2 Year,Yes,40052,124,82,0
2518,Female,29,1,28,1,< 1 Year,No,35257,152,175,0
2519,Male,45,1,29,0,1-2 Year,Yes,35149,124,257,1
2520,Female,46,1,28,1,1-2 Year,No,54129,26,173,0
2521,Male,54,1,15,1,1-2 Year,No,2630,26,40,0
2522,Female,24,1,36,1,< 1 Year,No,34149,152,241,0
2523,Male,56,1,3,0,1-2 Year,Yes,2630,124,176,0
2524,Female,22,1,46,1,< 1 Year,Yes,22539,152,227,0
2525,Female,23,1,10,1,< 1 Year,No,34848,152,240,0
2526,Male,68,1,46,0,1-2 Year,Yes,48333,26,262,0
2527,Male,21,1,10,0,< 1 Year,Yes,25093,160,256,1
2528,Male,22,1,29,1,< 1 Year,No,32963,152,229,0
2529,Female,58,1,28,0,1-2 Year,Yes,41143,25,201,0
2530,Male,56,1,28,0,1-2 Year,Yes,51569,44,100,0
2531,Female,45,1,28,0,> 2 Years,Yes,85786,26,48,0
2532,Female,25,1,27,0,< 1 Year,Yes,31974,152,40,0
2533,Male,34,1,19,1,< 1 Year,No,2630,1,135,0
2534,Male,27,1,8,1,< 1 Year,No,46374,152,147,0
2535,Female,24,1,21,0,< 1 Year,Yes,28576,152,198,0
2536,Male,23,1,45,1,< 1 Year,No,25045,152,122,0
2537,Female,23,1,46,0,< 1 Year,Yes,43734,124,190,0
2538,Female,22,1,30,1,< 1 Year,No,35164,152,29,0
2539,Female,22,1,6,1,< 1 Year,No,22360,152,123,0
2540,Male,41,1,24,0,1-2 Year,Yes,2630,157,286,0
2541,Female,44,1,28,0,1-2 Year,Yes,2630,163,224,0
2542,Male,43,1,28,0,1-2 Year,Yes,46756,26,217,1
2543,Male,57,1,7,1,1-2 Year,No,2630,124,231,0
2544,Male,36,1,17,0,1-2 Year,Yes,28998,124,220,0
2545,Male,54,1,8,0,1-2 Year,Yes,53686,124,202,1
2546,Male,63,1,8,0,1-2 Year,No,49096,124,126,0
2547,Male,21,1,29,1,< 1 Year,No,31144,152,191,0
2548,Male,22,1,30,1,< 1 Year,No,38981,152,118,0
2549,Male,46,1,15,1,1-2 Year,No,28329,154,178,0
2550,Male,41,1,29,0,1-2 Year,Yes,28677,124,145,0
2551,Female,64,1,50,1,1-2 Year,No,2630,160,16,0
2552,Male,47,1,28,0,> 2 Years,Yes,43804,26,74,1
2553,Female,62,1,28,0,1-2 Year,Yes,30197,26,49,0
2554,Male,70,1,46,0,1-2 Year,Yes,2630,124,115,0
